amount,method,customer_segment,time_of_day,day_of_week,cause_category,previous_failure_count,retry_count,subscription_flag,previous_recovery_history,self_recovered
99900,upi,churned,17,4,card_expired,11,0,0,0.32,0
149900,upi,returning,10,5,otp_timeout,10,5,1,0.53,1
999900,netbanking,new,11,6,generic_decline,10,3,0,0.97,0
99900,card,high_value,7,2,otp_timeout,10,4,0,0.35,0
499900,upi,churned,19,4,bank_server_timeout,1,4,1,0.88,1
49900,netbanking,new,19,4,card_expired,8,0,0,0.54,0
1499900,wallet,new,13,0,card_expired,10,3,0,0.75,0
149900,upi,high_value,4,0,ambiguous_timeout,4,0,1,0.07,0
49900,netbanking,returning,20,0,insufficient_funds,9,1,0,0.03,0
149900,upi,high_value,16,4,generic_decline,6,5,1,0.75,0
1499900,netbanking,new,6,6,otp_timeout,2,4,0,0.84,0
99900,wallet,new,8,3,otp_timeout,2,3,0,0.64,0
99900,netbanking,churned,4,4,card_expired,5,0,1,0.67,0
49900,wallet,high_value,23,0,otp_timeout,4,5,1,0.35,0
149900,card,high_value,19,6,insufficient_funds,4,5,0,0.57,0
299900,card,returning,17,5,generic_decline,0,5,1,0.13,0
1499900,card,high_value,12,0,ambiguous_timeout,12,3,1,0.88,0
999900,netbanking,new,14,4,insufficient_funds,1,4,1,0.36,0
49900,netbanking,new,17,1,otp_timeout,4,4,1,0.36,0
499900,card,churned,0,6,otp_timeout,4,4,0,0.14,0
299900,wallet,new,21,0,insufficient_funds,4,0,0,0.73,0
999900,upi,high_value,15,3,insufficient_funds,3,2,0,0.31,0
999900,wallet,returning,18,2,insufficient_funds,0,5,1,0.8,0
149900,wallet,new,22,4,bank_server_timeout,9,3,1,0.03,1
999900,card,returning,11,3,insufficient_funds,4,5,0,0.97,0
299900,upi,new,12,2,otp_timeout,0,0,0,0.58,1
99900,netbanking,high_value,22,2,card_expired,3,2,1,0.32,0
999900,card,returning,2,1,card_expired,10,5,0,0.07,0
99900,card,high_value,12,5,card_expired,8,1,1,0.57,0
299900,upi,returning,22,3,ambiguous_timeout,3,0,0,0.99,1
49900,card,returning,15,4,generic_decline,3,3,0,0.11,0
299900,card,new,5,6,generic_decline,3,4,1,0.63,0
99900,wallet,churned,14,0,insufficient_funds,3,2,0,0.63,0
1499900,card,returning,11,6,card_expired,5,3,0,0.74,0
99900,card,churned,5,4,insufficient_funds,10,5,0,0.7,0
149900,card,churned,2,5,insufficient_funds,6,2,0,0.25,0
49900,netbanking,high_value,3,1,generic_decline,12,2,1,0.79,0
99900,upi,high_value,13,0,ambiguous_timeout,1,2,1,0.42,1
499900,upi,churned,8,5,ambiguous_timeout,0,1,0,0.61,1
499900,wallet,returning,16,4,bank_server_timeout,1,2,0,0.47,1
49900,netbanking,returning,12,0,insufficient_funds,4,1,0,0.51,0
299900,netbanking,high_value,7,6,bank_server_timeout,2,0,0,0.87,1
149900,card,returning,12,3,ambiguous_timeout,9,4,0,0.61,0
999900,upi,churned,0,3,otp_timeout,0,2,1,0.86,1
199900,netbanking,new,16,1,otp_timeout,6,3,0,0.97,1
149900,card,high_value,9,2,ambiguous_timeout,1,0,1,0.39,1
299900,upi,new,15,3,ambiguous_timeout,0,2,1,0.45,1
149900,card,returning,18,5,card_expired,5,2,1,0.4,0
1499900,wallet,returning,18,2,card_expired,7,1,0,0.52,0
1499900,wallet,new,23,3,otp_timeout,11,0,0,0.7,0
299900,wallet,new,10,6,generic_decline,3,5,0,0.79,0
1499900,wallet,churned,4,6,generic_decline,11,0,1,0.12,0
49900,upi,returning,1,3,insufficient_funds,1,3,1,0.68,0
99900,wallet,returning,5,6,generic_decline,12,2,0,0.45,1
999900,wallet,churned,19,1,insufficient_funds,7,3,0,0.11,0
499900,wallet,new,2,3,ambiguous_timeout,4,4,0,0.76,0
199900,wallet,high_value,22,1,bank_server_timeout,4,5,0,0.65,0
1499900,upi,new,16,6,generic_decline,12,3,0,0.6,1
999900,card,high_value,18,0,ambiguous_timeout,6,1,0,0.13,0
999900,upi,churned,20,1,card_expired,5,4,1,0.6,0
1499900,card,returning,5,0,card_expired,12,2,0,0.24,0
99900,card,churned,17,6,generic_decline,8,0,0,0.93,0
149900,netbanking,returning,2,0,card_expired,9,1,1,0.45,0
299900,upi,churned,14,4,card_expired,4,0,1,0.97,0
1499900,card,high_value,21,2,insufficient_funds,4,4,0,0.2,0
49900,upi,returning,3,0,bank_server_timeout,12,2,0,0.81,0
499900,wallet,high_value,19,1,bank_server_timeout,2,0,0,0.36,1
99900,netbanking,churned,13,0,card_expired,10,3,0,0.98,0
199900,netbanking,new,3,3,card_expired,4,3,1,0.16,0
499900,netbanking,returning,23,3,ambiguous_timeout,2,2,1,0.17,0
99900,netbanking,returning,19,1,generic_decline,7,4,0,0.92,0
149900,upi,returning,5,4,generic_decline,3,1,0,0.2,0
199900,wallet,high_value,18,2,insufficient_funds,5,5,0,0.45,1
199900,upi,high_value,20,1,card_expired,7,4,1,0.03,0
999900,card,new,9,4,bank_server_timeout,6,0,1,0.16,0
99900,wallet,churned,14,4,bank_server_timeout,12,5,1,0.18,0
99900,netbanking,high_value,4,1,otp_timeout,11,4,1,0.32,0
99900,card,churned,9,5,generic_decline,1,2,0,0.36,0
149900,card,new,20,2,ambiguous_timeout,11,2,0,0.59,0
1499900,upi,returning,9,4,otp_timeout,0,1,0,0.12,1
1499900,upi,high_value,3,4,insufficient_funds,1,4,1,0.96,0
999900,wallet,returning,7,6,generic_decline,8,1,0,0.85,0
499900,upi,returning,0,0,card_expired,2,5,1,0.95,0
999900,upi,new,0,1,insufficient_funds,4,4,0,0.78,0
499900,netbanking,churned,2,5,otp_timeout,4,1,0,0.63,0
999900,wallet,returning,2,3,otp_timeout,8,2,1,0.34,0
299900,card,high_value,6,2,insufficient_funds,12,5,0,0.3,0
299900,netbanking,new,18,6,bank_server_timeout,11,5,1,0.33,0
499900,netbanking,returning,23,5,bank_server_timeout,1,0,0,0.14,1
149900,card,high_value,3,5,bank_server_timeout,12,2,0,0.66,1
299900,netbanking,returning,15,3,ambiguous_timeout,12,2,0,0.25,0
99900,card,new,15,4,generic_decline,5,0,0,0.35,0
299900,upi,high_value,9,2,bank_server_timeout,3,1,1,0.59,1
299900,upi,high_value,8,1,bank_server_timeout,7,0,1,0.73,1
99900,card,churned,17,3,card_expired,2,4,0,0.07,0
199900,netbanking,churned,4,3,generic_decline,1,3,0,0.73,0
149900,card,returning,9,3,generic_decline,0,4,1,0.24,0
199900,card,high_value,18,6,otp_timeout,10,4,1,0.99,1
499900,upi,churned,7,2,generic_decline,10,4,1,0.15,0
999900,wallet,churned,18,3,insufficient_funds,12,5,0,0.16,0
1499900,netbanking,high_value,2,5,bank_server_timeout,2,4,0,0.64,0
49900,upi,churned,20,1,bank_server_timeout,3,4,0,0.0,1
499900,card,returning,12,4,bank_server_timeout,6,0,0,0.08,0
149900,netbanking,churned,16,4,ambiguous_timeout,12,4,1,0.01,0
149900,wallet,churned,16,2,otp_timeout,5,2,1,0.44,0
199900,wallet,high_value,20,6,generic_decline,8,3,0,0.82,0
299900,upi,churned,6,0,ambiguous_timeout,8,1,0,0.71,0
1499900,netbanking,high_value,4,6,bank_server_timeout,8,3,1,0.19,1
49900,upi,returning,17,5,card_expired,3,2,1,0.83,0
199900,upi,high_value,15,5,generic_decline,4,0,1,0.68,1
199900,upi,new,23,3,insufficient_funds,7,4,0,0.69,0
149900,wallet,new,14,2,card_expired,7,5,1,0.95,0
99900,wallet,high_value,17,1,ambiguous_timeout,12,3,1,0.14,1
99900,wallet,new,15,4,bank_server_timeout,4,5,1,0.28,0
499900,upi,high_value,23,4,otp_timeout,0,2,0,0.25,0
299900,wallet,churned,4,1,insufficient_funds,9,2,0,0.33,0
499900,upi,returning,1,6,insufficient_funds,10,4,1,0.89,0
49900,upi,new,4,5,ambiguous_timeout,5,0,0,0.78,1
99900,netbanking,churned,11,5,otp_timeout,8,2,0,0.41,0
149900,wallet,high_value,11,4,otp_timeout,0,3,0,0.01,1
49900,wallet,new,20,1,insufficient_funds,11,4,0,0.62,0
499900,card,new,13,3,card_expired,5,2,0,0.82,0
999900,wallet,new,10,0,otp_timeout,7,5,1,0.56,0
499900,card,high_value,11,4,bank_server_timeout,7,4,1,0.17,1
299900,upi,churned,7,6,insufficient_funds,10,4,0,0.63,1
99900,wallet,high_value,4,3,insufficient_funds,11,3,0,0.92,0
999900,card,churned,15,5,ambiguous_timeout,2,2,0,0.3,0
149900,upi,new,3,6,otp_timeout,2,2,0,0.46,1
199900,card,new,17,0,insufficient_funds,4,3,0,0.26,0
1499900,card,high_value,0,2,ambiguous_timeout,4,3,1,0.54,0
49900,wallet,churned,3,3,ambiguous_timeout,2,2,1,0.76,0
999900,card,churned,20,1,card_expired,7,4,0,0.8,0
299900,wallet,new,10,0,ambiguous_timeout,11,2,0,0.92,1
199900,netbanking,churned,5,1,card_expired,7,2,0,0.5,0
1499900,card,returning,18,6,insufficient_funds,8,1,0,0.71,0
299900,netbanking,churned,13,4,bank_server_timeout,9,5,0,0.98,0
999900,upi,new,12,0,generic_decline,8,5,0,0.43,0
199900,wallet,high_value,11,6,bank_server_timeout,9,4,1,0.65,1
299900,card,churned,22,4,otp_timeout,10,0,0,0.56,0
299900,upi,new,17,4,ambiguous_timeout,0,2,0,0.08,0
499900,upi,returning,2,5,otp_timeout,10,2,0,0.75,0
149900,netbanking,new,21,3,otp_timeout,2,4,1,0.96,1
49900,card,new,8,6,ambiguous_timeout,0,5,0,0.1,0
499900,netbanking,churned,2,6,bank_server_timeout,2,1,0,0.93,1
99900,upi,returning,1,5,generic_decline,2,3,0,0.47,0
149900,wallet,high_value,23,3,ambiguous_timeout,9,1,0,0.24,0
1499900,card,new,3,4,insufficient_funds,5,3,0,0.66,0
1499900,card,churned,22,2,generic_decline,0,0,0,0.7,0
499900,upi,returning,22,4,bank_server_timeout,8,1,0,0.93,1
499900,card,returning,17,6,generic_decline,3,1,0,0.23,0
299900,wallet,high_value,14,5,bank_server_timeout,10,5,1,0.15,1
199900,wallet,high_value,5,1,insufficient_funds,5,1,0,0.76,1
1499900,wallet,churned,21,2,generic_decline,4,4,0,0.66,0
299900,upi,high_value,5,0,insufficient_funds,11,0,0,0.24,0
499900,card,returning,12,6,ambiguous_timeout,4,1,1,0.67,0
499900,wallet,returning,6,3,card_expired,6,3,1,0.73,0
499900,upi,new,18,3,otp_timeout,5,3,0,0.6,0
149900,wallet,churned,14,5,insufficient_funds,2,1,0,0.82,1
499900,upi,new,2,1,ambiguous_timeout,4,1,0,0.75,0
199900,upi,churned,18,4,insufficient_funds,12,4,0,0.51,0
299900,wallet,churned,3,0,generic_decline,12,3,0,0.37,0
1499900,netbanking,returning,9,4,generic_decline,12,3,0,0.04,0
49900,card,new,2,3,otp_timeout,0,3,0,0.13,0
499900,card,high_value,16,5,card_expired,6,1,0,0.56,0
49900,upi,high_value,2,6,bank_server_timeout,6,0,0,0.14,1
49900,card,returning,1,6,otp_timeout,5,1,0,0.79,1
99900,wallet,churned,18,6,bank_server_timeout,6,0,0,0.41,1
299900,netbanking,returning,19,1,card_expired,12,5,0,0.58,0
199900,netbanking,high_value,6,5,bank_server_timeout,11,0,0,0.2,1
999900,wallet,returning,5,5,insufficient_funds,7,0,0,0.54,0
99900,card,high_value,8,0,ambiguous_timeout,1,2,0,0.75,0
149900,wallet,churned,19,1,insufficient_funds,2,0,1,0.09,0
299900,upi,churned,9,6,bank_server_timeout,0,3,1,0.46,0
199900,upi,high_value,20,0,insufficient_funds,5,3,1,0.65,0
299900,upi,churned,11,1,ambiguous_timeout,3,0,1,0.64,0
99900,card,churned,5,4,card_expired,1,0,1,0.27,0
199900,netbanking,returning,0,5,ambiguous_timeout,6,0,1,0.65,1
99900,netbanking,returning,15,5,ambiguous_timeout,6,3,1,0.14,0
999900,card,returning,18,3,otp_timeout,8,0,1,0.87,0
99900,wallet,returning,23,2,bank_server_timeout,10,3,0,0.91,0
299900,card,high_value,5,0,card_expired,0,2,1,0.46,0
49900,netbanking,high_value,16,4,generic_decline,0,2,0,0.43,1
99900,card,new,2,0,bank_server_timeout,3,4,0,0.33,1
999900,wallet,high_value,3,5,ambiguous_timeout,10,1,1,0.66,0
1499900,card,new,12,2,ambiguous_timeout,6,2,1,0.51,1
149900,upi,churned,3,2,insufficient_funds,11,5,0,0.27,0
299900,card,returning,13,2,insufficient_funds,0,1,0,0.99,0
499900,netbanking,high_value,19,3,otp_timeout,7,5,1,0.6,0
49900,upi,returning,16,4,ambiguous_timeout,12,5,0,0.84,1
299900,netbanking,new,1,5,bank_server_timeout,4,5,1,0.4,0
999900,upi,high_value,10,3,generic_decline,0,1,1,0.59,0
99900,upi,high_value,4,6,insufficient_funds,2,1,0,0.55,0
149900,netbanking,high_value,10,5,otp_timeout,11,3,1,0.96,0
199900,card,churned,2,6,bank_server_timeout,9,3,1,0.16,0
1499900,card,high_value,1,5,insufficient_funds,6,2,1,0.75,0
99900,card,returning,22,0,insufficient_funds,6,0,1,0.21,0
1499900,netbanking,new,23,1,insufficient_funds,11,1,1,0.75,0
1499900,card,high_value,18,6,card_expired,2,3,1,0.29,0
499900,upi,new,7,3,bank_server_timeout,8,4,0,0.22,1
99900,wallet,churned,15,1,bank_server_timeout,11,0,1,0.98,0
999900,netbanking,high_value,23,2,ambiguous_timeout,7,5,0,0.29,0
499900,wallet,new,11,6,bank_server_timeout,10,5,0,0.28,1
49900,netbanking,returning,1,3,otp_timeout,4,4,1,0.84,0
1499900,wallet,returning,0,5,otp_timeout,2,1,0,0.3,1
499900,upi,churned,6,3,generic_decline,1,2,1,0.53,0
1499900,upi,returning,5,4,insufficient_funds,3,2,0,0.87,0
149900,wallet,high_value,22,3,ambiguous_timeout,0,1,1,0.4,1
499900,netbanking,high_value,0,2,insufficient_funds,7,0,0,0.01,0
149900,netbanking,returning,9,1,generic_decline,11,3,1,0.92,0
1499900,wallet,new,18,2,card_expired,9,3,1,0.34,0
149900,upi,new,5,6,generic_decline,7,5,0,0.27,0
199900,netbanking,high_value,6,5,otp_timeout,3,2,1,0.13,1
99900,netbanking,returning,15,0,otp_timeout,8,3,0,0.03,1
499900,card,high_value,1,4,generic_decline,1,0,0,0.41,0
149900,wallet,high_value,12,1,ambiguous_timeout,10,3,1,0.54,0
299900,card,new,4,2,insufficient_funds,8,4,1,0.18,0
999900,upi,churned,23,2,otp_timeout,9,3,0,0.79,1
1499900,card,returning,21,1,insufficient_funds,11,1,0,0.31,0
299900,netbanking,returning,19,2,card_expired,7,3,0,0.25,0
99900,upi,churned,13,5,generic_decline,11,1,1,0.35,0
999900,netbanking,high_value,18,1,otp_timeout,7,0,1,0.48,1
1499900,wallet,returning,8,5,card_expired,8,4,1,0.93,0
49900,card,high_value,0,2,generic_decline,1,5,0,0.18,0
149900,card,high_value,13,1,bank_server_timeout,1,3,1,0.47,1
499900,netbanking,churned,21,5,generic_decline,10,0,0,0.56,0
1499900,upi,churned,4,4,bank_server_timeout,3,4,1,0.88,1
499900,netbanking,high_value,10,0,bank_server_timeout,2,5,1,0.92,1
99900,upi,returning,21,0,generic_decline,10,1,0,0.42,0
1499900,netbanking,new,0,0,ambiguous_timeout,11,2,0,0.88,1
499900,card,returning,0,1,generic_decline,9,1,1,0.93,0
199900,upi,returning,4,4,bank_server_timeout,2,4,0,0.01,1
199900,card,returning,11,6,ambiguous_timeout,3,4,0,0.13,1
199900,wallet,returning,1,6,insufficient_funds,6,5,1,0.78,0
499900,wallet,high_value,19,1,insufficient_funds,3,4,0,0.94,0
99900,card,churned,22,4,otp_timeout,7,1,1,0.29,1
49900,upi,churned,16,1,card_expired,4,1,0,0.38,0
149900,netbanking,churned,1,3,insufficient_funds,2,0,1,0.18,0
199900,card,returning,22,3,ambiguous_timeout,11,4,0,0.09,0
299900,netbanking,high_value,0,4,bank_server_timeout,11,1,1,0.82,1
49900,upi,high_value,9,0,generic_decline,8,0,1,0.93,1
49900,wallet,new,17,6,generic_decline,10,2,0,0.57,0
49900,card,churned,18,2,bank_server_timeout,1,2,1,0.67,1
1499900,wallet,high_value,5,4,card_expired,3,5,1,0.7,0
199900,netbanking,new,7,0,ambiguous_timeout,8,3,1,0.82,1
149900,netbanking,high_value,17,2,ambiguous_timeout,0,3,1,0.68,1
99900,upi,new,3,0,card_expired,12,4,1,0.67,0
499900,wallet,returning,18,6,otp_timeout,1,1,1,0.45,1
199900,card,high_value,3,3,ambiguous_timeout,1,2,0,0.09,1
1499900,wallet,churned,22,3,ambiguous_timeout,12,0,0,0.46,0
1499900,card,new,21,1,insufficient_funds,6,3,0,0.22,0
1499900,wallet,high_value,15,2,otp_timeout,4,2,1,0.51,0
49900,card,returning,4,3,insufficient_funds,3,0,1,0.14,0
999900,wallet,high_value,22,3,ambiguous_timeout,2,2,0,0.1,0
1499900,wallet,high_value,2,4,otp_timeout,2,5,0,0.76,1
999900,netbanking,returning,12,4,card_expired,8,0,1,0.62,0
999900,netbanking,returning,2,5,otp_timeout,12,3,1,0.66,1
499900,card,churned,14,5,card_expired,3,1,1,0.47,0
199900,netbanking,churned,9,2,insufficient_funds,9,0,1,0.31,0
199900,netbanking,high_value,2,5,bank_server_timeout,12,3,0,0.04,0
1499900,wallet,churned,8,6,ambiguous_timeout,5,0,0,0.3,1
99900,upi,returning,5,2,otp_timeout,8,0,0,0.67,0
299900,card,high_value,23,5,otp_timeout,1,0,1,0.59,0
49900,card,high_value,20,1,otp_timeout,10,2,1,0.29,1
999900,netbanking,high_value,1,3,generic_decline,11,1,1,0.6,0
149900,upi,returning,2,1,ambiguous_timeout,9,4,0,0.24,1
99900,card,high_value,23,6,otp_timeout,5,3,0,0.68,0
149900,wallet,churned,6,2,ambiguous_timeout,3,3,0,0.5,0
1499900,upi,new,23,4,card_expired,5,5,1,0.42,0
499900,upi,high_value,23,6,insufficient_funds,3,4,0,0.83,1
199900,netbanking,returning,18,0,generic_decline,3,1,0,0.36,0
999900,card,high_value,4,2,ambiguous_timeout,8,0,0,0.18,0
149900,upi,high_value,13,2,generic_decline,0,2,0,0.71,0
999900,wallet,high_value,5,3,otp_timeout,10,0,1,0.96,1
999900,card,new,14,6,generic_decline,8,1,0,0.27,0
199900,card,returning,14,5,insufficient_funds,5,1,0,0.57,0
199900,card,new,5,0,generic_decline,11,2,0,0.72,0
199900,card,new,12,2,generic_decline,1,3,1,0.32,0
149900,netbanking,churned,2,2,ambiguous_timeout,12,0,1,0.39,0
1499900,netbanking,churned,18,6,otp_timeout,3,2,1,0.28,0
199900,card,new,12,4,bank_server_timeout,1,2,1,0.61,1
299900,card,returning,15,2,card_expired,6,0,1,0.75,0
1499900,wallet,high_value,1,2,generic_decline,10,1,1,0.83,0
499900,wallet,returning,0,4,generic_decline,10,2,0,0.15,0
499900,netbanking,high_value,0,2,otp_timeout,5,2,1,0.98,0
99900,netbanking,new,19,0,otp_timeout,2,3,0,0.4,0
199900,wallet,returning,2,2,bank_server_timeout,5,2,1,0.73,1
499900,upi,high_value,12,2,insufficient_funds,10,3,1,0.1,0
49900,netbanking,churned,1,5,generic_decline,10,2,1,1.0,0
49900,netbanking,new,21,1,card_expired,6,5,0,0.34,0
499900,netbanking,new,17,4,otp_timeout,1,2,1,0.61,0
499900,card,high_value,1,2,card_expired,9,4,1,0.53,0
299900,upi,new,14,0,otp_timeout,9,3,0,0.58,1
1499900,upi,high_value,1,0,ambiguous_timeout,3,3,0,0.58,1
149900,upi,churned,12,0,bank_server_timeout,1,4,1,0.79,1
199900,card,new,18,5,otp_timeout,10,4,0,0.48,1
999900,wallet,returning,9,4,bank_server_timeout,0,5,0,0.46,1
199900,upi,high_value,10,1,card_expired,4,0,0,0.21,0
499900,netbanking,churned,4,2,otp_timeout,8,3,1,0.94,0
99900,wallet,high_value,20,6,otp_timeout,12,0,1,0.52,1
1499900,wallet,returning,12,0,card_expired,7,3,1,0.71,0
199900,upi,high_value,12,4,generic_decline,10,1,0,0.95,0
49900,card,high_value,1,2,generic_decline,2,1,0,0.53,0
149900,wallet,churned,12,3,generic_decline,7,1,0,0.19,1
499900,wallet,new,11,6,generic_decline,7,4,0,0.81,0
1499900,wallet,high_value,10,0,insufficient_funds,10,5,0,0.58,0
199900,card,high_value,19,0,bank_server_timeout,11,5,1,0.46,0
49900,card,returning,10,3,bank_server_timeout,3,1,0,0.22,1
299900,wallet,new,23,2,ambiguous_timeout,0,3,1,0.7,0
499900,upi,new,23,3,otp_timeout,2,3,1,0.43,1
499900,upi,returning,16,0,card_expired,3,3,0,0.76,0
299900,netbanking,high_value,6,2,insufficient_funds,12,0,0,0.2,0
199900,netbanking,new,8,5,generic_decline,9,0,1,0.64,0
1499900,upi,high_value,0,5,bank_server_timeout,9,1,0,0.45,1
999900,card,high_value,3,0,generic_decline,11,1,1,0.79,0
49900,wallet,returning,3,0,ambiguous_timeout,1,1,0,0.65,1
49900,netbanking,high_value,10,0,otp_timeout,12,1,0,0.27,1
149900,wallet,high_value,22,5,otp_timeout,1,4,0,0.73,1
199900,card,churned,1,6,ambiguous_timeout,4,5,0,0.22,0
1499900,upi,new,21,1,ambiguous_timeout,11,2,0,0.71,1
1499900,upi,new,12,4,bank_server_timeout,0,0,0,0.42,1
99900,upi,churned,5,1,ambiguous_timeout,5,5,1,0.42,1
99900,wallet,returning,3,3,generic_decline,0,0,1,0.38,0
149900,wallet,new,12,2,otp_timeout,12,3,0,0.55,1
299900,upi,churned,5,5,bank_server_timeout,4,5,1,0.06,1
999900,card,returning,6,2,card_expired,12,5,0,0.37,0
499900,upi,high_value,14,0,otp_timeout,11,2,1,0.27,0
499900,netbanking,new,11,1,ambiguous_timeout,11,3,1,0.5,1
99900,card,high_value,12,6,ambiguous_timeout,5,1,1,0.22,1
999900,upi,churned,18,3,card_expired,5,1,0,0.51,0
99900,wallet,churned,12,0,ambiguous_timeout,4,4,0,0.45,0
499900,netbanking,returning,14,0,card_expired,10,3,1,0.87,1
49900,wallet,churned,17,6,card_expired,5,3,0,0.68,0
299900,upi,new,21,1,generic_decline,5,1,1,0.88,0
499900,card,high_value,9,1,card_expired,11,2,1,0.21,0
1499900,wallet,new,5,1,card_expired,8,4,1,0.78,0
499900,card,new,8,0,ambiguous_timeout,9,4,1,0.43,0
99900,netbanking,high_value,21,1,bank_server_timeout,9,3,0,0.56,1
149900,wallet,churned,5,5,card_expired,0,4,1,0.44,0
1499900,wallet,high_value,15,4,generic_decline,8,0,0,0.68,0
1499900,card,new,19,5,bank_server_timeout,7,3,0,0.47,0
149900,card,returning,16,1,ambiguous_timeout,12,0,1,0.51,1
199900,wallet,high_value,21,3,otp_timeout,7,3,0,0.01,1
1499900,netbanking,new,12,3,generic_decline,7,5,1,0.86,1
299900,wallet,high_value,23,0,generic_decline,8,3,1,0.81,1
499900,wallet,high_value,0,0,generic_decline,3,4,0,0.92,0
49900,netbanking,churned,14,3,card_expired,9,3,0,0.91,0
49900,wallet,returning,22,2,ambiguous_timeout,2,5,1,0.59,0
99900,wallet,returning,4,4,otp_timeout,7,1,1,0.94,1
49900,upi,new,11,5,otp_timeout,12,4,0,0.93,0
99900,netbanking,high_value,21,6,otp_timeout,2,0,0,0.41,0
49900,card,returning,4,0,ambiguous_timeout,5,3,0,0.34,0
999900,wallet,high_value,14,5,otp_timeout,11,1,1,0.08,0
1499900,card,churned,1,5,bank_server_timeout,11,0,0,0.94,0
149900,card,returning,21,5,card_expired,1,4,0,0.42,0
999900,wallet,returning,14,4,card_expired,5,5,0,0.51,0
99900,upi,new,8,3,ambiguous_timeout,1,4,1,0.58,0
499900,wallet,returning,3,3,ambiguous_timeout,5,3,0,0.31,0
1499900,card,new,18,2,ambiguous_timeout,6,2,0,0.05,1
299900,upi,returning,12,6,ambiguous_timeout,9,3,1,0.94,1
99900,wallet,high_value,5,4,insufficient_funds,8,5,0,0.44,0
199900,wallet,churned,22,5,generic_decline,11,5,1,0.67,0
149900,netbanking,high_value,22,6,otp_timeout,0,3,1,0.63,0
499900,netbanking,returning,16,1,otp_timeout,11,0,0,0.47,0
299900,card,high_value,0,5,card_expired,10,3,1,0.14,0
199900,card,new,23,6,otp_timeout,9,4,1,0.58,0
999900,card,high_value,4,6,otp_timeout,3,2,0,0.92,0
499900,upi,high_value,21,3,card_expired,5,3,1,0.98,0
199900,upi,returning,4,4,ambiguous_timeout,2,1,0,0.56,0
299900,netbanking,new,1,6,card_expired,9,4,1,0.09,0
999900,wallet,new,2,0,card_expired,4,3,0,0.87,0
999900,wallet,returning,23,6,card_expired,2,3,0,0.18,0
499900,netbanking,churned,7,4,ambiguous_timeout,1,0,0,0.63,1
499900,netbanking,high_value,11,4,generic_decline,12,1,0,0.49,0
299900,wallet,new,10,0,bank_server_timeout,0,3,0,0.35,0
999900,netbanking,churned,13,6,bank_server_timeout,3,2,1,0.21,1
499900,card,high_value,12,3,bank_server_timeout,6,3,0,0.34,0
299900,netbanking,churned,2,4,insufficient_funds,3,4,1,0.94,0
149900,card,returning,10,3,ambiguous_timeout,2,0,1,0.43,0
99900,wallet,new,18,2,card_expired,9,0,0,0.65,0
149900,card,new,15,4,insufficient_funds,6,2,1,0.89,0
199900,upi,new,12,5,otp_timeout,7,5,0,0.14,0
99900,netbanking,returning,2,5,otp_timeout,9,4,1,0.24,0
299900,netbanking,churned,1,6,ambiguous_timeout,5,5,0,0.33,0
999900,card,new,11,0,card_expired,0,0,1,0.84,0
999900,upi,new,19,3,insufficient_funds,8,4,1,0.1,0
149900,wallet,new,21,1,card_expired,2,0,1,0.37,0
99900,card,high_value,22,1,generic_decline,0,1,1,0.48,0
199900,wallet,returning,15,4,bank_server_timeout,2,1,1,0.92,1
299900,wallet,high_value,19,0,card_expired,7,2,0,0.35,0
299900,card,high_value,3,6,ambiguous_timeout,2,1,1,0.15,0
299900,card,high_value,12,6,generic_decline,1,5,0,0.04,0
999900,netbanking,returning,12,1,otp_timeout,7,5,0,0.01,0
99900,upi,returning,15,3,otp_timeout,12,1,1,0.77,0
1499900,wallet,churned,17,5,bank_server_timeout,12,1,1,0.66,1
199900,upi,new,18,4,insufficient_funds,6,2,1,0.43,1
1499900,wallet,churned,5,3,generic_decline,8,5,1,0.85,0
49900,wallet,high_value,3,4,ambiguous_timeout,8,0,0,0.12,0
1499900,netbanking,new,7,4,ambiguous_timeout,8,2,1,0.34,1
49900,wallet,returning,10,1,bank_server_timeout,12,1,1,0.28,1
199900,upi,returning,15,0,insufficient_funds,10,5,1,0.27,0
299900,upi,churned,4,5,generic_decline,9,3,0,0.55,0
499900,wallet,high_value,21,3,bank_server_timeout,3,2,1,0.78,1
49900,wallet,high_value,2,0,card_expired,4,1,0,0.55,0
49900,netbanking,high_value,3,3,ambiguous_timeout,12,3,1,0.55,0
999900,upi,returning,15,5,generic_decline,8,2,0,0.96,0
999900,card,churned,1,3,otp_timeout,8,5,0,0.18,0
499900,netbanking,returning,23,0,otp_timeout,6,2,0,0.04,0
1499900,card,returning,16,2,otp_timeout,3,3,0,0.11,0
49900,card,churned,0,6,card_expired,5,5,1,0.87,0
199900,netbanking,churned,2,0,card_expired,11,4,0,0.14,0
149900,upi,high_value,10,4,otp_timeout,1,1,0,0.32,1
999900,netbanking,returning,15,2,bank_server_timeout,2,4,1,0.03,0
199900,netbanking,new,6,5,otp_timeout,11,2,1,0.83,1
149900,upi,new,6,3,ambiguous_timeout,4,0,1,0.61,1
199900,wallet,high_value,3,3,generic_decline,3,4,1,0.76,0
1499900,wallet,returning,9,0,otp_timeout,6,5,0,0.5,0
49900,upi,new,4,2,otp_timeout,4,5,1,0.12,1
299900,upi,new,11,4,otp_timeout,7,3,0,0.98,1
299900,upi,churned,9,5,ambiguous_timeout,12,5,0,0.71,0
49900,card,returning,22,6,bank_server_timeout,0,3,1,0.63,1
